Для графа на рисунку з вершини 2 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/0.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (4, 6)\par{ENDL}2) (1, 5)\par{ENDL}3) (0, 4)\par{ENDL}4) (1, 4)\par{ENDL}5) (2, 3)\par{ENDL}6) (2, 6)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:2 3 4

Для графа на рисунку з вершини 0 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/6.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (0, 1)\par{ENDL}2) (3, 4)\par{ENDL}3) (4, 6)\par{ENDL}4) (3, 5)\par{ENDL}5) (4, 5)\par{ENDL}6) (2, 3)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:1 2 5 6

Для графа на рисунку з вершини 2 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/7.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (4, 5)\par{ENDL}2) (1, 6)\par{ENDL}3) (1, 5)\par{ENDL}4) (4, 6)\par{ENDL}5) (1, 4)\par{ENDL}6) (2, 4)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:2 3 6

Для графа на рисунку з вершини 5 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/8.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (1, 2)\par{ENDL}2) (1, 6)\par{ENDL}3) (0, 5)\par{ENDL}4) (3, 5)\par{ENDL}5) (2, 4)\par{ENDL}6) (2, 6)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:1 2 3

Для графа на рисунку з вершини 0 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/9.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (2, 6)\par{ENDL}2) (4, 6)\par{ENDL}3) (3, 4)\par{ENDL}4) (1, 5)\par{ENDL}5) (2, 3)\par{ENDL}6) (0, 3)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:1 2 4 5 6

Для графа на рисунку з вершини 3 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/10.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (2, 6)\par{ENDL}2) (1, 5)\par{ENDL}3) (1, 6)\par{ENDL}4) (0, 5)\par{ENDL}5) (3, 4)\par{ENDL}6) (0, 1)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:1 2 6

Для графа на рисунку з вершини 6 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/11.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (1, 4)\par{ENDL}2) (2, 6)\par{ENDL}3) (3, 4)\par{ENDL}4) (1, 5)\par{ENDL}5) (1, 6)\par{ENDL}6) (3, 6)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:2 3 5

Для графа на рисунку з вершини 3 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/12.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (4, 6)\par{ENDL}2) (3, 5)\par{ENDL}3) (4, 5)\par{ENDL}4) (0, 4)\par{ENDL}5) (1, 4)\par{ENDL}6) (1, 2)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:1 2 5 6

Для графа на рисунку з вершини 2 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/13.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (0, 6)\par{ENDL}2) (2, 4)\par{ENDL}3) (0, 4)\par{ENDL}4) (3, 6)\par{ENDL}5) (1, 6)\par{ENDL}6) (0, 5)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:2 3 4 5 6

Для графа на рисунку з вершини 6 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/14.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (2, 4)\par{ENDL}2) (1, 4)\par{ENDL}3) (1, 3)\par{ENDL}4) (3, 4)\par{ENDL}5) (0, 1)\par{ENDL}6) (1, 5)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:2 3 5

Для графа на рисунку з вершини 3 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/15.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (0, 5)\par{ENDL}2) (2, 6)\par{ENDL}3) (2, 3)\par{ENDL}4) (1, 6)\par{ENDL}5) (0, 1)\par{ENDL}6) (3, 6)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:1 3 4 5

Для графа на рисунку з вершини 6 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/16.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (1, 2)\par{ENDL}2) (1, 3)\par{ENDL}3) (3, 5)\par{ENDL}4) (0, 4)\par{ENDL}5) (4, 5)\par{ENDL}6) (1, 4)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:1 2 5

Для графа на рисунку з вершини 2 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/17.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (2, 3)\par{ENDL}2) (0, 2)\par{ENDL}3) (4, 5)\par{ENDL}4) (4, 6)\par{ENDL}5) (0, 6)\par{ENDL}6) (0, 3)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:2 3 4 6

Для графа на рисунку з вершини 1 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/18.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (1, 5)\par{ENDL}2) (5, 6)\par{ENDL}3) (0, 4)\par{ENDL}4) (4, 6)\par{ENDL}5) (1, 3)\par{ENDL}6) (2, 6)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:3 5 6

Для графа на рисунку з вершини 5 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/19.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (3, 4)\par{ENDL}2) (1, 6)\par{ENDL}3) (2, 4)\par{ENDL}4) (2, 6)\par{ENDL}5) (0, 6)\par{ENDL}6) (4, 5)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:3 5

Для графа на рисунку з вершини 3 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/20.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (1, 2)\par{ENDL}2) (2, 6)\par{ENDL}3) (0, 3)\par{ENDL}4) (5, 6)\par{ENDL}5) (0, 2)\par{ENDL}6) (1, 5)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:1 3 4 5 6

Для графа на рисунку з вершини 3 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/21.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (1, 2)\par{ENDL}2) (0, 2)\par{ENDL}3) (3, 5)\par{ENDL}4) (0, 4)\par{ENDL}5) (3, 6)\par{ENDL}6) (0, 5)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:2 4 5

Для графа на рисунку з вершини 3 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/22.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (3, 5)\par{ENDL}2) (2, 4)\par{ENDL}3) (1, 2)\par{ENDL}4) (2, 5)\par{ENDL}5) (0, 6)\par{ENDL}6) (3, 6)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:2 3

Для графа на рисунку з вершини 6 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/23.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (1, 2)\par{ENDL}2) (1, 3)\par{ENDL}3) (0, 4)\par{ENDL}4) (2, 4)\par{ENDL}5) (3, 4)\par{ENDL}6) (3, 5)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:1 3 4

Для графа на рисунку з вершини 2 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/24.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (0, 4)\par{ENDL}2) (1, 4)\par{ENDL}3) (0, 5)\par{ENDL}4) (2, 4)\par{ENDL}5) (4, 6)\par{ENDL}6) (0, 1)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:1 3 4 6

Для графа на рисунку з вершини 3 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/25.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (0, 2)\par{ENDL}2) (3, 6)\par{ENDL}3) (2, 6)\par{ENDL}4) (5, 6)\par{ENDL}5) (1, 5)\par{ENDL}6) (0, 1)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:1 2 3 5 6

Для графа на рисунку з вершини 6 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/26.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (2, 4)\par{ENDL}2) (0, 5)\par{ENDL}3) (0, 4)\par{ENDL}4) (3, 4)\par{ENDL}5) (1, 2)\par{ENDL}6) (1, 3)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:1 2 3 5 6

Для графа на рисунку з вершини 1 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/27.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (4, 6)\par{ENDL}2) (1, 5)\par{ENDL}3) (3, 4)\par{ENDL}4) (2, 4)\par{ENDL}5) (0, 3)\par{ENDL}6) (1, 6)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:4 5

Для графа на рисунку з вершини 1 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/28.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (1, 5)\par{ENDL}2) (3, 5)\par{ENDL}3) (1, 4)\par{ENDL}4) (0, 5)\par{ENDL}5) (2, 6)\par{ENDL}6) (0, 1)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:2 3 4 5 6

Для графа на рисунку з вершини 5 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/29.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (2, 5)\par{ENDL}2) (5, 6)\par{ENDL}3) (2, 6)\par{ENDL}4) (3, 5)\par{ENDL}5) (1, 2)\par{ENDL}6) (0, 2)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:1 6

Для графа на рисунку з вершини 2 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/30.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (1, 3)\par{ENDL}2) (0, 5)\par{ENDL}3) (1, 2)\par{ENDL}4) (1, 4)\par{ENDL}5) (1, 6)\par{ENDL}6) (0, 6)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:1 2 3 4 6

Для графа на рисунку з вершини 0 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/31.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (0, 1)\par{ENDL}2) (1, 5)\par{ENDL}3) (1, 3)\par{ENDL}4) (2, 6)\par{ENDL}5) (0, 5)\par{ENDL}6) (2, 4)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:1 2 3 4 6

Для графа на рисунку з вершини 2 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/32.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (1, 4)\par{ENDL}2) (0, 1)\par{ENDL}3) (1, 3)\par{ENDL}4) (1, 6)\par{ENDL}5) (4, 6)\par{ENDL}6) (1, 5)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:1 2 3 5 6

Для графа на рисунку з вершини 4 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/33.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (2, 3)\par{ENDL}2) (4, 6)\par{ENDL}3) (0, 1)\par{ENDL}4) (0, 4)\par{ENDL}5) (3, 5)\par{ENDL}6) (0, 2)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:1 3 4 5 6

Для графа на рисунку з вершини 6 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/34.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (1, 3)\par{ENDL}2) (4, 5)\par{ENDL}3) (3, 6)\par{ENDL}4) (0, 4)\par{ENDL}5) (3, 5)\par{ENDL}6) (0, 5)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:2 3

Для графа на рисунку з вершини 1 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/35.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (4, 5)\par{ENDL}2) (0, 2)\par{ENDL}3) (0, 1)\par{ENDL}4) (2, 3)\par{ENDL}5) (0, 5)\par{ENDL}6) (5, 6)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:1 2 3 4 6

Для графа на рисунку з вершини 6 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/36.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (5, 6)\par{ENDL}2) (1, 6)\par{ENDL}3) (1, 4)\par{ENDL}4) (0, 5)\par{ENDL}5) (2, 5)\par{ENDL}6) (1, 3)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:2 5

Для графа на рисунку з вершини 1 запущено алгоритм пошуку в глибину, що будує кістякове дерево. Списки суміжності вершин переглядаються алгоритмом за зростанням міток вершин.\par{ENDL}\begin{center}{ENDL}{TAB}\adjustimage{max size={0.9\linewidth}{0.9\paperheight}}{ENDL}{TAB}{../10/Traversals/37.png}{ENDL}\end{center}{ENDL}\par Які з наведених ребер входять до складу отриманого кістякового дерева?\par{ENDL}1) (0, 1)\par{ENDL}2) (0, 6)\par{ENDL}3) (4, 5)\par{ENDL}4) (1, 2)\par{ENDL}5) (1, 5)\par{ENDL}6) (1, 4)\par{ENDL}{\vskip 15pt} У формі вибрати номери відповідних ребер.\par{ENDL}%answer:1 2 3

