84	1 8 4 7 10 6 2 11 0 5 3 9
85	1 8 2 9 6 10 11 0 3 7 4 5
86	6 3 2 11 4 0 9 5 1 8 7 10
87	2 1 3 0 11 10 4 6 7 8 5 9
88	4 10 8 1 6 5 0 11 9 3 7 2
89	0 6 4 10 7 2 5 9 8 11 1 3
90	8 2 5 4 3 9 0 10 11 6 1 7
91	8 4 9 3 5 7 2 10 1 0 6
92	9 3 4 7 11 0 5 8 10 6 1 2
93	5 7 8 9 4 2 0 1 3 6 10
94	0 7 8 4 11 2 10 9 6 3 1 5
95	10 4 1 5 9 3 2 7 0 6 11 8
96	8 6 5 7 9 3 0 2 4 10 1
97	6 4 5 0 10 1 9 7 2 3 8
98	5 8 4 10 9 7 3 6 0 2 1
99	2 7 9 3 10 0 4 6 5 1 8
100	11 10 0 6 3 1 2 4 8 7 5 9
101	8 5 0 4 10 2 1 3 9 7 6
102	10 4 3 7 5 8 0 2 9 1 6
103	8 9 5 10 1 11 4 0 2 3 7 6
104	4 11 3 6 9 5 7 10 1 2 0 8
105	6 4 8 7 5 1 0 9 3 10 2 11
106	8 3 10 5 0 4 6 9 7 2 1
107	9 4 11 5 7 3 2 10 6 8 0 1
108	4 2 6 9 10 11 8 1 7 3 5 0
109	5 1 2 6 4 10 7 8 3 0 9 11
110	5 7 4 1 10 8 3 0 9 2 6
111	11 2 3 10 9 1 7 5 8 6 0 4
112	2 9 1 8 10 7 5 11 4 3 6 0
113	3 4 6 1 7 9 10 11 2 0 5 8
114	7 10 4 3 1 0 5 2 8 6 9
115	4 10 9 1 0 7 8 2 3 5 6
116	5 7 0 1 9 6 4 3 2 8 10
117	8 3 10 1 5 7 9 4 6 0 2
118	7 10 2 6 9 0 4 5 8 1 3
119	4 5 1 11 0 7 8 6 10 2 3 9
120	1 7 11 9 6 2 4 3 8 5 10 0
121	3 7 9 1 11 6 5 4 0 2 8 10
122	10 2 3 4 8 5 7 9 1 6 0
123	1 0 7 4 3 2 6 9 8 10 5
124	9 3 1 5 6 8 2 0 7 4 10
125	1 6 10 11 4 2 7 9 8 3 0 5
126	2 7 4 10 5 1 8 9 3 0 6
127	5 10 7 6 4 9 3 1 2 0 11 8
128	6 5 2 8 7 4 0 1 3 10 9
129	8 3 5 6 11 2 4 1 0 7 9 10
130	6 2 3 7 8 5 10 4 1 0 9
131	2 4 5 11 9 6 7 8 3 1 0 10
132	11 1 8 3 0 10 6 7 4 2 5 9
133	4 5 11 10 1 6 3 9 0 2 7 8
134	7 0 10 9 3 5 8 2 4 1 6
135	6 10 1 7 5 11 4 9 3 2 8 0
136	11 8 6 9 0 3 7 5 10 2 4 1
137	1 11 10 6 7 3 4 2 0 9 8 5
138	9 3 10 6 1 4 5 2 0 8 7
139	7 5 10 3 11 6 4 8 0 9 1 2
140	9 10 5 4 8 0 2 3 1 6 7
141	9 11 8 0 4 2 6 5 7 10 1 3
142	10 2 7 6 4 9 3 0 8 1 5
143	3 9 10 1 2 6 4 5 8 0 7
144	11 4 1 9 3 8 0 7 2 10 5 6
145	8 9 1 3 0 6 11 4 2 10 5 7
146	6 3 10 1 4 0 8 9 7 5 11 2
147	0 1 7 5 11 4 6 9 3 8 10 2
148	11 3 4 9 0 5 8 6 1 2 7 10
149	4 7 8 10 0 9 3 6 2 5 1
150	1 5 0 9 6 11 7 8 3 4 10 2
151	3 6 9 0 1 10 8 7 4 5 2
152	4 1 7 8 9 5 6 3 10 0 2
153	4 0 3 6 10 8 1 7 9 2 5
154	5 10 0 8 1 7 4 9 3 2 6 11
155	8 1 4 7 6 2 9 10 3 0 5
156	5 11 7 4 1 3 10 2 8 9 6 0
157	0 7 8 4 11 2 10 9 6 3 1 5
158	5 8 4 10 9 7 3 6 0 2 1
159	11 8 4 0 1 9 2 10 5 3 6 7
160	4 5 11 10 1 6 3 9 0 2 7 8
161	4 9 8 0 10 7 2 5 11 6 3 1
162	10 3 11 5 6 7 9 2 1 4 8 0
163	3 10 1 7 4 11 5 6 0 2 9 8
164	4 1 2 9 7 11 8 6 5 10 3 0
165	5 1 0 6 10 8 3 2 4 7 11 9
166	6 2 3 7 8 5 10 4 1 0 9
167	6 10 1 7 5 11 4 9 3 2 8 0
168	10 9 7 6 5 8 3 11 2 1 0 4
169	1 9 2 10 8 11 0 4 5 6 7 3
170	9 8 5 3 6 11 1 4 2 0 10 7
171	11 10 0 6 3 1 2 4 8 7 5 9
172	4 10 9 1 0 7 8 2 3 5 6
173	10 8 0 5 4 6 2 7 9 3 1
174	4 7 11 1 10 2 3 9 0 6 5 8
175	2 7 0 3 9 10 6 11 5 8 1 4
176	9 6 1 4 0 7 8 10 2 3 5
177	4 2 6 9 10 11 8 1 7 3 5 0
178	4 10 0 5 9 7 3 1 6 2 8
179	6 1 8 10 9 5 7 3 11 2 4 0
180	10 4 3 7 5 8 0 2 9 1 6
181	11 2 8 0 6 4 10 9 5 3 7 1
182	9 10 5 4 8 0 2 3 1 6 7
183	2 1 0 8 5 4 9 10 3 6 7
184	8 1 0 5 7 4 3 2 11 10 9 6
185	8 4 9 3 5 7 2 10 1 0 6
186	9 3 4 7 11 0 5 8 10 6 1 2
187	8 2 5 4 3 9 0 10 11 6 1 7
188	10 3 0 1 4 9 7 6 2 5 8
189	7 1 5 3 8 9 0 2 10 6 4
190	1 9 11 2 5 3 10 4 0 6 7 8
191	8 6 10 5 0 7 4 2 3 1 9
192	9 3 10 6 1 4 5 2 0 8 7
193	10 1 9 3 4 5 7 2 6 8 0
194	9 6 0 11 5 3 10 2 4 8 7 1
195	8 1 10 5 6 4 0 3 2 9 7
196	6 4 5 2 8 7 1 10 9 3 0
197	10 7 8 11 4 5 1 9 6 0 3 2
198	3 7 9 1 11 6 5 4 0 2 8 10
199	10 3 1 2 6 0 9 4 5 7 8
